"ID","plot","species","WD","dbh_2023_cm","date","gf_sap_flux_kg_day_cm","gf_cleaned_bl_sap_flux_Kg_day"
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-03,0.393453806490189,62.8411887013784
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-04,0.344934038018247,55.0917658314066
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-05,0.368846933836789,58.9110573816254
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-06,0.485681772942884,77.5715457287992
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-07,0.387439198420761,61.8805546589035
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-08,0.281708059618227,44.9935139555183
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-09,0.341222921845124,54.4990381772804
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-10,0.368132859383625,58.7970076845126
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-11,0.369036524654273,58.941338223089
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-12,0.310835488568782,49.6456541276925
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-13,0.373359875096495,59.6318499845215
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-14,0.353991378377072,56.5383753831068
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-15,0.388089827179878,61.9844710118573
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-16,0.292052008414201,46.645616508557
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-17,0.33757479955428,53.9163717053769
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-18,0.307795171680441,49.1600643986298
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-19,0.284057921775879,45.3688264543058
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-20,0.313775178763015,50.1151720816991
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-05-21,0.270502972254851,43.2038730934851
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-01,0.193519254521775,30.908278913947
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-02,0.193519254521775,30.908278913947
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-03,0.193519254521775,30.908278913947
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-04,0.193519254521775,30.908278913947
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-05,0.193519254521775,30.908278913947
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-06,0.193519254521775,30.908278913947
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-07,0.193519254521775,30.908278913947
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-08,0.193519254521775,30.908278913947
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-09,0.229964525961537,36.7292015789211
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-10,0.214535510283077,34.2649283409119
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-11,0.203597799531592,32.5179920196533
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-12,0.204222805432901,32.6178159713745
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-13,0.215473028091588,34.4146656990051
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-14,0.210472927141827,33.6160655021667
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-15,0.213441742491996,34.0902352333069
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-16,0.215941792966877,34.4895353317261
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-17,0.207504132690273,33.1418991088867
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-18,0.185139228977096,29.5698479269065
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-19,0.182776084165181,29.1924139648896
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-20,0.172935725920315,27.6207432905833
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-21,0.176998306076048,28.2696056524913
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-22,0.175148420245228,27.9741477800474
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-23,0.167664174321197,26.7787878606834
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-24,0.173883664574054,27.7721450328827
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-25,0.186638848930688,29.8093624491441
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-26,0.186462038456638,29.7811228434245
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-27,0.191221942336176,30.5413595293082
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-28,0.183753657657182,29.3485488891602
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-29,0.176768658803006,28.2329271215381
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-30,0.187565951865005,29.9574363767055
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-10-31,0.18883188708133,30.1596275170644
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-11-01,0.0683942125078598,10.9237057651792
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-13,0.158296211650246,25.2825667027179
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-14,0.130620200633478,20.8622423797162
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-15,0.169014919861184,26.9945246357906
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-16,0.169312965569562,27.0421275469656
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-17,0.176934686135608,28.2594444782532
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-18,0.168362312913346,26.8902923328355
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-19,0.160598260941927,25.6502426828509
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-20,0.0975445917502937,15.5795114848685
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-21,0.0928066091830255,14.8227760011543
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-22,0.166077173745362,26.5253171837954
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-23,0.139523941222389,22.2843194654283
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-24,0.193546890977428,30.9126929206135
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-25,0.159075535247625,25.4070377853061
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-26,0.138474454014413,22.1166987115094
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-27,0.154091584451381,24.6110170395443
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-28,0.123071993993374,19.6566668585156
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-29,0.160162677696318,25.5806727143287
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-30,0.129067168916959,20.6141971008369
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2023-12-31,0.0855252799456582,13.6598252886323
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-01,0.100314785033148,16.0219579320894
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-02,0.134845078084233,21.5370263486183
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-03,0.19906397238789,31.7938635898933
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-04,0.167770330465626,26.7957427819316
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-05,0.0873806436101826,13.9561580632269
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-06,0.142757846425209,22.8008285034411
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-07,0.281248510354987,44.9201162109992
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-08,0.308904168329464,49.3371898109168
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-09,0.202695031394064,32.3738047683211
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-10,0.206699074678015,33.0133178075259
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-11,0.285551502773275,45.6073764536955
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-12,0.140358394587681,22.4175956989425
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-13,0.120323486338797,19.2176839707677
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-14,0.321637544775788,51.3709241372082
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-15,0.244612784189549,39.068774723897
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-16,0.205164345299628,32.7681957197945
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-17,0.201269600668012,32.1461395131909
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-18,0.228336275952703,36.4691426739866
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-19,0.198271587811865,31.6673064493989
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-20,0.186437428832264,29.7771922726086
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-21,0.175044864718266,27.9576082211371
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-22,0.19567803122282,31.253071852271
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-23,0.185603251598394,29.6439601419256
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-24,0.172164349111284,27.497541443717
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-25,0.340916556687406,54.4501065101568
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-26,0.302789658373178,48.3605997572912
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-27,0.217733441477296,34.7756917248594
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-28,0.237473569510689,37.9285220959814
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-29,0.182638926547419,29.1705075870698
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-30,0.200186373836958,31.9731299741451
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-01-31,0.207400645067911,33.125370395483
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-01,0.159345845228843,25.4502108344859
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-02,0.0676206928397244,10.8001616676824
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-03,0.285280124209278,45.5640327338781
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-04,0.238790674609447,38.1388859269707
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-05,0.242148658331201,38.6752123907995
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-06,0.2118892069406,33.8422692003405
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-07,0.157950832793557,25.2274038918653
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-08,0.199610687634581,31.8811832076389
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-09,0.183711604420344,29.3418322801248
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-10,0.0878511656332709,14.0313083419974
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-11,0.248238980976786,39.647939324204
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-12,0.230164343492424,36.7611157984741
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-13,0.0925761771358565,14.7859721285773
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-14,0.317729039268908,50.74667008744
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-15,0.146393740930112,23.3815419923234
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-16,0.282765180619905,45.1623539546513
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-17,0.258857305386952,41.3438642763706
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-18,0.200759004388973,32.0645887019087
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-19,0.296512024000207,47.3579559914341
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-20,0.348255337061756,55.6222331352783
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-21,0.27998970815293,44.7190643329584
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-22,0.24152135082289,38.5750208337392
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-23,0.197786744191016,31.5898687706528
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-24,0.183427690626816,29.2964864733751
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-25,0.148671219521052,23.7452936183994
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-26,0.239627850298886,38.2725969614261
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-27,0.324280381936986,51.7930296703465
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-28,0.134892986990797,21.5446782065701
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-02-29,0.255093473342609,40.7427170112095
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-01,0.180715835678823,28.8633576391727
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-02,0.263841342106313,42.139898745499
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-03,0.0707892156600432,11.3062280398252
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-04,0.0944096996278468,15.0788165006656
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-05,0.238681157621672,38.1213942225284
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-06,0.190237561415818,30.3841373442642
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-07,0.162114846100496,25.8924668335879
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-08,0.249302926712686,39.8178693481479
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-09,0.186019282623633,29.7104072920901
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-10,0.199455893632704,31.8564600027255
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-11,0.242111842514399,38.6693322858096
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-12,0.232423014246852,37.1218634968112
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-13,0.244765857464843,39.0932230998416
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-14,0.271796488639397,43.4104694101779
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-15,0.188094265815974,30.041816998112
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-16,0.185983629970428,29.7047129638849
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-17,0.209706180696774,33.4936032022858
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-18,0.358662283572209,57.2843974826063
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-19,0.286363965696221,45.7371404438045
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-20,0.168479471978961,26.9090046056079
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-21,0.283176376525511,45.2280288549094
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-22,0.459789269679619,73.4360775831669
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-23,0.265769776215591,42.4479020987779
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-24,0.284567016356735,45.4501374191375
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-25,0.24523811355845,39.1686503388317
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-26,0.167844104726179,26.8075257718335
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-27,0.240938518484726,38.4819327091876
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-28,0.278423249329646,44.468874519356
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-29,0.322697822103598,51.5402682546971
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-30,0.210940543871713,33.6907517567611
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-03-31,0.319114571323117,50.967962853793
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-01,0.196190235062693,31.3348794180491
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-02,0.216237501934036,34.5367650260368
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-03,0.340818102976458,54.4343817970495
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-04,0.321054250394234,51.2777622165582
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-05,0.195298363543071,31.1924325398198
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-06,0.210356168628899,33.5974172043936
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-07,0.197376691108558,31.5243763984676
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-08,0.187804227275561,29.9954929662991
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-09,0.114678260164615,18.3160464280069
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-10,0.24520681013613,39.1636506559299
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-11,0.259785217153456,41.4920673880326
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-12,0.266082207905714,42.4978026931334
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-13,0.177252422480983,28.3101923152486
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-14,0.147710208259763,23.5918039608624
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-15,0.291346656186635,46.5329598975337
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-16,0.412482652825099,65.8804154252694
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-17,0.330139412415322,52.7288153555346
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-18,0.363752486505156,58.0973884811966
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-19,0.311662623746213,49.7777615235521
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-20,0.195440928406809,31.2152025457431
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-21,0.225072817375296,35.9479134651211
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-22,0.322251089289321,51.4689175125819
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-23,0.298071679318191,47.6070591708413
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-24,0.267032175841396,42.6495285458808
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-25,0.132858793606365,21.2197833187395
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-26,0.24162754094378,38.5919811815997
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-27,0.256200902765052,40.9195921110592
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-28,0.202175155109963,32.2907717841902
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-29,0.205816238566347,32.8723140358746
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-04-30,0.169003488036692,26.9926987811966
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-01,0.217000527584098,34.6586330523937
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-02,0.183541999464311,29.3147435167911
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-03,0.188308419711076,30.0760209760917
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-04,0.150558850383523,24.0467800070693
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-05,0.151869514165948,24.2561150515313
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-06,0.17829209704114,28.4762458243141
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-07,0.198627300343076,31.7241197218302
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-08,0.231636536401479,36.9962497605217
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-09,0.21386351006391,34.1575986064337
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-10,0.152629434421703,24.3774870942012
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-11,0.193692313485654,30.935919340412
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-12,0.246014894159333,39.29271526212
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-13,0.134958750338341,21.5551817189633
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-14,0.20937506175105,33.4407179389903
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-15,0.227384006902235,36.3170492945153
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-16,0.216954876035707,34.6513417324988
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-17,0.156703747550341,25.0282234091684
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-18,0.149773586160683,23.921360106705
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-19,0.205042869391792,32.748793974733
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-20,0.158363020074319,25.2932371314054
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-21,0.211780661248375,33.8249326281297
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-22,0.180943137208259,28.8996615154291
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-23,0.154419929730334,24.6634593016181
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-24,0.169299134927319,27.0399185608414
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-25,0.149094007562056,23.8128199775988
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-26,0.12085842217672,19.3031222188659
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-27,0.234580852733443,37.4665065865111
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-28,0.247589682007285,39.5442353610119
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-29,0.189347095138405,30.2419149068445
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-30,0.196262070598988,31.3463527610878
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-05-31,0.110565884755935,17.6592309269114
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-01,0.167553523361756,26.7611150418988
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-02,0.165432307825672,26.4223212531985
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-03,0.184994414683346,29.5467186491868
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-04,0.176545567096299,28.1972956247584
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-05,0.198041390502286,31.6305400683621
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-06,0.20163350289331,32.2042608174751
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-07,0.211089995740973,33.7146217332692
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-08,0.180743444445948,28.8677672235156
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-09,0.199153281273011,31.8081277205486
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-10,0.15269857791066,24.3885304720142
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-11,0.214697501893805,34.2908011249844
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-12,0.221807322741245,35.426359063774
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-13,0.245444030291882,39.2015387035875
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-14,0.234360270809903,37.4312759443045
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-15,0.235650124491835,37.6372872658024
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-16,0.249132825020908,39.7907012477631
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-17,0.243823923812091,38.9427804571721
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-18,0.228965604712933,36.5696570589651
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-19,0.247372175821207,39.5094959657955
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-20,0.217098903080268,34.6743452732858
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-21,0.212294882050326,33.907062336666
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-22,0.254991802130015,40.7264784089879
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-23,0.243156415449333,38.8361681476916
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-24,0.227365347010202,36.3140689959972
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-25,0.228392016486085,36.4780453744277
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-26,0.239057069151747,38.1814336147183
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-27,0.255659725648099,40.8331570257548
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-28,0.2599183946802,41.5133380783928
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-29,0.218238637355939,34.8563800013921
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-06-30,0.234685043869723,37.4831476629169
"Control_204","Control","Swartzia racemosa",0.849,52.8394411065093,2024-07-01,0.27175685112731,43.4041386330049
"Control_211","Control","Licania octandra",0.825,29.9211293012763,2023-05-01,0.135667875825119,12.497052406349
"Control_211","Control","Licania octandra",0.825,29.9211293012763,2023-05-02,0.135667875825119,12.497052406349
"Control_211","Control","Licania octandra",0.825,29.9211293012763,2023-05-03,0.135667875825119,12.497052406349
"Control_211","Control","Licania octandra",0.825,29.9211293012763,2023-05-04,0.135667875825119,12.497052406349
"Control_211","Control","Licania octandra",0.825,29.9211293012763,2023-05-05,0.135667875825119,12.497052406349
