plot,date,absolute_wc_0_50cm_l_m2,absolute_wc_50_100cm_l_m2,absolute_wc_100_250cm_l_m2,absolute_wc_250_400cm_l_m2,absolute_wc_0_400cm_l_m2,ew_0_400_cm,carbon_biomass_MgC_ha,lower_95ci_carbon_biomass_MgC_ha,upper_95ci_carbon_biomass_MgC_ha,wc_per_biomass_mm_MgC,lower_95ci_wc_per_biomass_mm_MgC,upper_95ci_wc_per_biomass_mm_MgC
Control,2024-04-18,154.83585208333332,151.93763541666667,482.72796249999993,292.85215,1082.3536,0.908691901172442,256.5877988302881,233.1501653256598,279.8730728005987,4.218258252863725,4.642302519872498,3.8673016634620825
Control,2024-04-19,153.59984791666668,149.4869375,479.5313999999999,294.77008749999993,1077.388272916667,0.9012958340676896,256.5877988302881,233.1501653256598,279.8730728005987,4.1989068764305175,4.621005828633194,3.8495603100919755
Control,2024-04-20,148.01651875,144.39374791666663,472.3711,292.27676875,1057.0581354166666,0.8710132245486594,256.5877988302881,233.1501653256598,279.8730728005987,4.119674202107421,4.533808217292866,3.776919747366297
Control,2024-04-21,147.65424166666668,141.96436041666666,467.5762562499999,289.6555875,1046.8504458333332,0.855808434234597,256.5877988302881,233.1501653256598,279.8730728005987,4.079891758710396,4.4900266074060555,3.7404471797084358
Control,2024-04-22,147.4411375,141.85780833333334,462.33389375,286.45902500000005,1038.0918645833335,0.842762152775141,256.5877988302881,233.1501653256598,279.8730728005987,4.04575692731963,4.4524603408852235,3.709152346081337
Control,2024-04-23,144.86257708333332,140.32345833333332,458.4340875,283.00673750000004,1026.626860416667,0.825684538601935,256.5877988302881,233.1501653256598,279.8730728005987,4.0010743499759975,4.403286006607345,3.6681873327203154
Control,2024-04-24,141.77256666666665,138.19241666666665,455.17359375,280.51341875,1015.6519958333332,0.8093370083060225,256.5877988302881,233.1501653256598,279.8730728005987,3.958301994340363,4.356213920820899,3.62897361175205
Control,2024-04-25,139.23662708333333,136.29578958333332,452.8081375,278.59548125,1006.9360354166664,0.7963542124011131,256.5877988302881,233.1501653256598,279.8730728005987,3.9243332691850736,4.318830458516712,3.597831064419972
Control,2024-04-26,152.87529375,143.77574583333333,452.6163437499999,278.46761875,1027.7350020833333,0.827335163020163,256.5877988302881,233.1501653256598,279.8730728005987,4.005393112098429,4.40803891624015,3.6721467763908966
Control,2024-04-27,149.59348958333334,145.07568124999997,460.99133749999993,278.46761875,1034.128127083333,0.8368579962022477,256.5877988302881,233.1501653256598,279.8730728005987,4.030309047420157,4.435459548737108,3.6949897206442537
Control,2024-04-28,146.54609999999997,141.55946249999997,463.1010687499999,280.51341875,1031.72005,0.8332710623703292,256.5877988302881,233.1501653256598,279.8730728005987,4.020924045115639,4.425131110496587,3.686385544975489
Control,2024-04-29,144.52161041666662,139.3644895833333,459.7127125,282.30349375,1025.9023062499998,0.8246052841746319,256.5877988302881,233.1501653256598,279.8730728005987,3.998250543972867,4.400178334924355,3.6655984657049334
Control,2024-04-30,141.58077291666666,137.595725,456.2604249999999,280.89700625000006,1016.3339291666666,0.8103527771787782,256.5877988302881,233.1501653256598,279.8730728005987,3.9609596941080145,4.359138788287241,3.6314101924724085
Control,2024-05-01,140.38738958333332,135.9122020833333,452.9360000000001,278.72334375,1007.9589354166668,0.7978778657102472,256.5877988302881,233.1501653256598,279.8730728005987,3.9283198188365516,4.3232177597162265,3.6014859355005107
Control,2024-05-02,141.66601458333332,135.31551041666663,450.1869562499999,277.18899375,1004.357475,0.7925133363510056,256.5877988302881,233.1501653256598,279.8730728005987,3.9142838419386443,4.307770803409606,3.5886177435711186
Control,2024-05-03,140.68573541666666,135.18764791666666,448.0132937500001,275.46284999999995,999.3495270833334,0.7850537836917061,256.5877988302881,233.1501653256598,279.8730728005987,3.894766359269958,4.286291307953656,3.570724103905989
Control,2024-05-04,138.89566041666666,134.44178333333335,446.6707375,274.12029375,994.128475,0.7772768032596699,256.5877988302881,233.1501653256598,279.8730728005987,3.8744183454238796,4.263897791414473,3.552069032765746
Control,2024-05-05,136.91379166666667,133.41888333333335,445.0085249999999,272.58594375000007,987.92714375,0.7680396550730473,256.5877988302881,233.1501653256598,279.8730728005987,3.8502498881618035,4.2372997778924235,3.5299113768399892
Control,2024-05-06,143.56264166666665,132.50253541666666,443.7938312499999,271.69090625,991.5499145833332,0.7734359272095621,256.5877988302881,233.1501653256598,279.8730728005987,3.864368918177449,4.252838136307366,3.5428557119168915
Control,2024-05-07,151.38356458333334,134.97454375,442.7070000000001,270.8598,999.9249083333334,0.7859108386780936,256.5877988302881,233.1501653256598,279.8730728005987,3.8970087934489133,4.288759164878382,3.5727799688887907
Control,2024-05-08,150.19018125,138.36290000000002,443.66596875,270.8598,1003.07885,0.7906087697145886,256.5877988302881,233.1501653256598,279.8730728005987,3.909300654874299,4.302286676910215,3.584049154720447
Control,2024-05-09,146.56741041666666,138.40552083333333,446.09535625,270.4762125,1001.5445,0.7883232897508884,256.5877988302881,233.1501653256598,279.8730728005987,3.903320830397084,4.2957057251109445,3.578566848099641
Control,2024-05-10,143.00857083333332,137.06296458333333,447.6936374999999,270.79586874999995,998.5610416666664,0.7838793009325818,256.5877988302881,233.1501653256598,279.8730728005987,3.89169339391361,4.282909429945696,3.567906807448073
Control,2024-05-11,143.69050416666664,135.52861458333334,448.1411562499999,279.23479375,1006.59506875,0.7958463279647353,256.5877988302881,233.1501653256598,279.8730728005987,3.923004419301249,4.3173680247835415,3.596612774059794
Control,2024-05-12,157.8406208333333,148.5919,458.4340875,283.58211875000006,1048.448727083333,0.8581891425301184,256.5877988302881,233.1501653256598,279.8730728005987,4.086120742540827,4.496881765530294,3.7461579157717746
Control,2024-05-13,150.36066458333332,147.35589583333334,471.3482,280.7052125,1049.7699729166666,0.8601571947210824,256.5877988302881,233.1501653256598,279.8730728005987,4.091270035840651,4.5025486962463335,3.7508787909174695
Control,2024-05-14,152.17205,143.4560895833333,468.8548812499999,287.16226874999995,1051.6452895833331,0.8629505591211606,256.5877988302881,233.1501653256598,279.8730728005987,4.098578710201691,4.510592081778774,3.7575793878984536
Control,2024-05-15,152.66218958333334,144.45767916666665,465.01900625,285.947575,1048.08645,0.8576495153164669,256.5877988302881,233.1501653256598,279.8730728005987,4.084708839539264,4.495327929688801,3.7448634822640856
Control,2024-05-16,147.569,142.77415624999998,464.0600375,284.66895,1039.07214375,0.8442223205297273,256.5877988302881,233.1501653256598,279.8730728005987,4.049577370735626,4.4566648378680895,3.712654930866851
Control,2024-05-17,144.1593333333333,139.72676666666666,461.7585125,283.2624625,1028.907075,0.8290810157702121,256.5877988302881,233.1501653256598,279.8730728005987,4.00996103357408,4.413066032197927,3.6763346495040126
Control,2024-05-18,143.62657291666665,137.595725,458.1144312500001,281.98383750000005,1021.3205666666668,0.8177805870608048,256.5877988302881,233.1501653256598,279.8730728005987,3.9803941236589626,4.38052688163487,3.649227688990028
Control,2024-05-19,151.25570208333332,138.107175,454.5982125,280.19376250000005,1024.1548520833337,0.8220023764381957,256.5877988302881,233.1501653256598,279.8730728005987,3.991440188318263,4.392683362041855,3.6593547276090175
Control,2024-05-20,147.65424166666668,139.02352291666662,452.9360000000001,278.46761875,1018.0813833333334,0.812955684915215,256.5877988302881,233.1501653256598,279.8730728005987,3.9677700497626205,4.3666337611697434,3.6376539305683266
Control,2024-05-21,146.6739625,138.107175,452.2966875,277.18899375,1014.26681875,0.8072737277832376,256.5877988302881,233.1501653256598,279.8730728005987,3.9529035416873226,4.350272783779891,3.624024307163823
Control,2024-05-22,149.03941874999998,140.2382166666667,452.0409624999999,276.03823124999997,1017.3568291666666,0.8118764304879117,256.5877988302881,233.1501653256598,279.8730728005987,3.9649462437594907,4.363526089486754,3.6350650635529456
Control,2024-05-23,145.73630416666668,139.53497291666662,453.44745,275.46284999999995,1014.1815770833332,0.8071467566741428,256.5877988302881,233.1501653256598,279.8730728005987,3.9525713292163656,4.3499071753465985,3.6237197345737777
Control,2024-05-24,142.60367291666665,137.68096666666665,453.44745,275.59071249999994,1009.3228020833332,0.7999094034557583,256.5877988302881,233.1501653256598,279.8730728005987,3.9336352183718524,4.32906749464891,3.606359096941226
Control,2024-05-25,139.81200833333332,136.06137499999997,451.97703125,275.8464375,1003.6968520833332,0.7915293102555235,256.5877988302881,233.1501653256598,279.8730728005987,3.911709195288732,4.3049373380515865,3.586257305998271
Control,2024-05-26,138.7464875,134.48440416666665,450.1230250000001,275.46284999999995,998.8167666666666,0.7842602142598654,256.5877988302881,233.1501653256598,279.8730728005987,3.8926900313264796,4.2840062552455755,3.568820525218208
Control,2024-05-27,146.47303571428571,133.9059785714286,448.51561071428574,275.0244642857142,1003.9190892857144,0.7918603420756629,256.5877988302881,233.1501653256598,279.8730728005987,3.9125753206594407,4.305890531466958,3.587051370250889
TFE,2023-01-01,85.1721,70.8515,215.6231999999999,155.78355,527.4303499999999,0.08210998096746752,165.9520628057102,153.88824436782903,177.95952294405703,3.1782090628032353,3.4273595892049915,2.963765811879602
TFE,2023-01-02,85.1721,70.8515,215.6231999999999,155.78355,527.4303499999999,0.08210998096746752,165.9520628057102,153.88824436782903,177.95952294405703,3.1782090628032353,3.4273595892049915,2.963765811879602
TFE,2023-01-03,85.1721,70.8515,215.6231999999999,155.78355,527.4303499999999,0.08210998096746752,165.9520628057102,153.88824436782903,177.95952294405703,3.1782090628032353,3.4273595892049915,2.963765811879602
TFE,2023-01-04,85.1721,70.8515,215.6231999999999,155.78355,527.4303499999999,0.08210998096746752,165.9520628057102,153.88824436782903,177.95952294405703,3.1782090628032353,3.4273595892049915,2.963765811879602
TFE,2023-01-05,85.1721,70.8515,215.6231999999999,155.78355,527.4303499999999,0.08210998096746752,165.9520628057102,153.88824436782903,177.95952294405703,3.1782090628032353,3.4273595892049915,2.963765811879602
TFE,2023-01-06,85.1721,70.8515,215.7510625,155.78355,527.5582125,0.08230043763110938,165.9520628057102,153.88824436782903,177.95952294405703,3.178979541324794,3.4281904681361626,2.9644843039157958
TFE,2023-01-07,85.1721,70.8515,216.83789375,155.78355,528.64504375,0.08391931927206388,165.9520628057102,153.88824436782903,177.95952294405703,3.185528608758035,3.4352529390511095,2.970591486223436
TFE,2023-01-08,85.1721,70.8515,217.15755,155.78355,528.9647,0.0843954609311681,165.9520628057102,153.88824436782903,177.95952294405703,3.187454805061929,3.437330136379035,2.9723877163139183
TFE,2023-01-09,85.1721,70.8515,217.15755,155.78355,528.9647,0.0843954609311681,165.9520628057102,153.88824436782903,177.95952294405703,3.187454805061929,3.437330136379035,2.9723877163139183
TFE,2023-01-10,85.1721,70.8515,217.15755,155.78355,528.9647,0.0843954609311681,165.9520628057102,153.88824436782903,177.95952294405703,3.187454805061929,3.437330136379035,2.9723877163139183
TFE,2023-01-11,85.1721,70.8515,217.15755,155.78355,528.9647,0.0843954609311681,165.9520628057102,153.88824436782903,177.95952294405703,3.187454805061929,3.437330136379035,2.9723877163139183
TFE,2023-01-12,85.21472083333333,70.8515,217.15755,155.78355,529.0073208333333,0.08445894648571534,165.9520628057102,153.88824436782903,177.95952294405703,3.1877116312357816,3.437607096022758,2.9726272136593157
TFE,2023-01-13,85.32127291666666,70.8515,217.15755,155.78355,529.1138729166667,0.0846176603720834,165.9520628057102,153.88824436782903,177.95952294405703,3.188353696670413,3.4382994951320667,2.9732259570228097
TFE,2023-01-14,85.44913541666668,70.8515,217.15755,155.78355,529.2417354166666,0.08480811703572509,165.9520628057102,153.88824436782903,177.95952294405703,3.1891241751919708,3.439130374063237,2.973944449059003
TFE,2023-01-15,85.1721,70.8515,217.15755,155.78355,528.9647,0.0843954609311681,165.9520628057102,153.88824436782903,177.95952294405703,3.187454805061929,3.437330136379035,2.9723877163139183
TFE,2023-01-16,85.1721,70.8515,217.15755,155.78355,528.9647,0.0843954609311681,165.9520628057102,153.88824436782903,177.95952294405703,3.187454805061929,3.437330136379035,2.9723877163139183
TFE,2023-01-17,85.1721,70.8515,217.15755,155.78355,528.9647,0.0843954609311681,165.9520628057102,153.88824436782903,177.95952294405703,3.187454805061929,3.437330136379035,2.9723877163139183
TFE,2023-01-18,85.1721,70.8515,217.15755,155.78355,528.9647,0.0843954609311681,165.9520628057102,153.88824436782903,177.95952294405703,3.187454805061929,3.437330136379035,2.9723877163139183
TFE,2023-01-19,85.1721,70.8515,217.15755,155.97534375,529.15649375,0.08468114592663063,165.9520628057102,153.88824436782903,177.95952294405703,3.1886105228442654,3.4385764547757898,2.9734654543682075
TFE,2023-01-20,85.1721,70.8515,217.15755,156.295,529.47615,0.08515728758573485,165.9520628057102,153.88824436782903,177.95952294405703,3.1905367191481595,3.440653652103715,2.97526168445869
TFE,2023-01-21,85.1721,70.8515,217.15755,156.23106874999996,529.41221875,0.08506205925391401,165.9520628057102,153.88824436782903,177.95952294405703,3.1901514798873807,3.44023821263813,2.9749024384405933
TFE,2023-01-22,85.1721,70.8515,217.15755,156.550725,529.731875,0.08553820091301823,165.9520628057102,153.88824436782903,177.95952294405703,3.1920776761912752,3.4423154099660556,2.9766986685310757
TFE,2023-01-23,85.1721,70.87281041666667,217.15755,156.10320625000003,529.3056666666666,0.08490334536754593,165.9520628057102,153.88824436782903,177.95952294405703,3.1895094144527496,3.439545813528822,2.9743036950770994
TFE,2023-01-24,85.1721,70.87281041666667,217.15755,155.84748125,529.0499416666667,0.08452243204026257,165.9520628057102,153.88824436782903,177.95952294405703,3.1879684574096343,3.4378840556664816,2.9728667110047136
TFE,2023-01-25,85.1721,70.8515,217.15755,157.1900375,530.3711875,0.08649048423122684,165.9520628057102,153.88824436782903,177.95952294405703,3.1959300687990644,3.4464698046219073,2.980291128712041
TFE,2023-01-26,85.1721,70.95805208333334,217.15755,156.48679375000003,529.7744958333334,0.08560168646756562,165.9520628057102,153.88824436782903,177.95952294405703,3.1923345023651284,3.4425923696097795,2.976938165876474
TFE,2023-01-27,85.1721,70.87281041666667,217.15755,155.91141249999998,529.1138729166667,0.0846176603720834,165.9520628057102,153.88824436782903,177.95952294405703,3.188353696670413,3.4382994951320667,2.9732259570228097
TFE,2023-01-28,85.1721,70.87281041666667,217.15755,155.84748125,529.0499416666667,0.08452243204026257,165.9520628057102,153.88824436782903,177.95952294405703,3.1879684574096343,3.4378840556664816,2.9728667110047136
TFE,2023-01-29,85.1721,70.89412083333333,217.15755,155.84748125,529.0712520833333,0.08455417481753617,165.9520628057102,153.88824436782903,177.95952294405703,3.1880968704965604,3.438022535488343,2.9729864596774123
TFE,2023-01-30,85.23603125,70.8515,217.15755,156.10320625000003,529.3482875,0.08496683092209316,165.9520628057102,153.88824436782903,177.95952294405703,3.189766240626602,3.439822773172545,2.9745431924224968
TFE,2023-01-31,85.21472083333333,70.95805208333334,217.15755,156.550725,529.8810479166666,0.08576040035393352,165.9520628057102,153.88824436782903,177.95952294405703,3.192976567799759,3.4432847687190873,2.977536909239967
TFE,2023-02-01,85.27865208333334,71.04329375,217.15755,156.67858750000002,530.1580833333334,0.08617305645849069,165.9520628057102,153.88824436782903,177.95952294405703,3.1946459379298013,3.44508500640329,2.9790936419850524
TFE,2023-02-02,85.2999625,71.19246666666666,217.15755,156.99824374999997,530.6482229166666,0.08690314033578365,165.9520628057102,153.88824436782903,177.95952294405703,3.1975994389291054,3.4482700423061083,2.9818478614571244
TFE,2023-02-03,85.68355,71.14984583333333,217.15755,156.1671375,530.1580833333333,0.08617305645849052,165.9520628057102,153.88824436782903,177.95952294405703,3.194645937929801,3.4450850064032896,2.979093641985052
TFE,2023-02-04,85.68355,71.04329375,218.5640375,156.23106874999996,531.52195,0.08820459420400202,165.9520628057102,153.88824436782903,177.95952294405703,3.2028643754930832,3.4539477150024385,2.9867575570377767
TFE,2023-02-05,85.68355,70.9793625,218.6919,156.61465624999997,531.9694687499999,0.08887119252674792,165.9520628057102,153.88824436782903,177.95952294405703,3.2055610503185354,3.456855791261534,2.9892722791644517
TFE,2023-02-06,85.68355,71.08591458333332,218.6919,156.03927499999998,531.5006395833333,0.0881728514267284,165.9520628057102,153.88824436782903,177.95952294405703,3.202735962406157,3.453809235180577,2.986637808365078
TFE,2023-02-07,85.68355,71.10722499999999,218.75583125,155.91141249999998,531.45801875,0.08810936587218117,165.9520628057102,153.88824436782903,177.95952294405703,3.2024791362323044,3.4535322755368534,2.98639831101968
TFE,2023-02-08,85.68355,71.12853541666668,219.77873125000005,156.61465624999997,533.2054729166666,0.09071227360861774,165.9520628057102,153.88824436782903,177.95952294405703,3.21300900936026,3.4648876209295127,2.9962177021809837
TFE,2023-02-09,85.68355,71.23508749999999,220.22625,156.61465624999997,533.7595437499999,0.09153758581773172,165.9520628057102,153.88824436782903,177.95952294405703,3.2163477496203434,3.4684880962979165,2.999331167671153
TFE,2023-02-10,85.68355,71.32032916666668,220.73769999999996,157.1900375,534.9316166666666,0.09328343856778068,165.9520628057102,153.88824436782903,177.95952294405703,3.2234104694012897,3.4761044865003106,3.0059173446695886
TFE,2023-02-11,85.68355,71.25639791666666,221.7606,157.3179,536.0184479166667,0.0949023202087352,165.9520628057102,153.88824436782903,177.95952294405703,3.2299595368345306,3.4831669574152575,3.0120245269772288
TFE,2023-02-12,85.68355,71.23508749999999,222.84743125,156.67858750000002,536.44465625,0.09553717575420748,165.9520628057102,153.88824436782903,177.95952294405703,3.2325277985730563,3.485936553852491,3.014419500431205
TFE,2023-02-13,85.68355,71.23508749999999,223.29494999999991,156.295,536.5085874999999,0.09563240408602816,165.9520628057102,153.88824436782903,177.95952294405703,3.2329130378338347,3.4863519933180758,3.0147787464493008
TFE,2023-02-14,85.68355,71.34163958333333,223.9342625,156.10320625000003,537.0626583333333,0.09645771629514233,165.9520628057102,153.88824436782903,177.95952294405703,3.2362517780939184,3.4899524686864805,3.0178922119394707
TFE,2023-02-15,85.68355,71.27770833333332,224.82929999999996,157.06217500000002,538.8527333333333,0.0991241095861261,165.9520628057102,153.88824436782903,177.95952294405703,3.247038477395727,3.501584773722863,3.027951100446172
TFE,2023-02-16,85.68355,71.36294999999998,225.91613124999995,156.80645,539.76908125,0.10048904900889168,165.9520628057102,153.88824436782903,177.95952294405703,3.252560240133558,3.5075394060629166,3.0331002933722218
TFE,2023-02-17,85.68355,71.32032916666668,226.36365,157.06217500000002,540.4297041666667,0.10147307510437392,165.9520628057102,153.88824436782903,177.95952294405703,3.256541045828273,3.5118322805406295,3.0368125022258856
TFE,2023-02-18,85.68355,71.34163958333333,227.96193125000005,156.9343125,541.9214333333334,0.1036950695135271,165.9520628057102,153.88824436782903,177.95952294405703,3.2655299619131135,3.521525868070949,3.0451949093148034
TFE,2023-02-19,85.68355,71.36294999999998,229.43235,157.3179,543.79675,0.10648843391360518,165.9520628057102,153.88824436782903,177.95952294405703,3.276830313562626,3.5337120923947776,3.0557327925122992
TFE,2023-02-20,85.68355,71.36294999999998,230.5831125,157.25396875,544.88358125,0.1081073155545597,165.9520628057102,153.88824436782903,177.95952294405703,3.2833793809958673,3.5407745633097245,3.0618399748199394
TFE,2023-02-21,85.68355,71.36294999999998,231.66994374999996,157.3179,546.03434375,0.10982142552733488,165.9520628057102,153.88824436782903,177.95952294405703,3.290313687689886,3.548252473690256,3.0683064031456757
TFE,2023-02-22,85.68355,71.36294999999998,232.50105,157.25396875,546.80151875,0.11096416550918516,165.9520628057102,153.88824436782903,177.95952294405703,3.294936558819233,3.5532377472772776,3.0726173553628335
TFE,2023-02-23,85.68355,71.36294999999998,233.97146875,156.80645,547.8244187500001,0.11248781881831885,165.9520628057102,153.88824436782903,177.95952294405703,3.3011003869916955,3.5598847787266394,3.0783652916523776
TFE,2023-02-24,85.68355,71.36294999999998,234.54685,156.9343125,548.5276625,0.11353533046834811,165.9520628057102,153.88824436782903,177.95952294405703,3.3053380188602626,3.5644546128480754,3.0823169978514384
TFE,2023-02-25,85.68355,71.36294999999998,235.5697499999999,157.3179,549.9341499999999,0.11563035376840668,165.9520628057102,153.88824436782903,177.95952294405703,3.313813282597397,3.573594281090947,3.09022041024956
TFE,2023-02-26,85.68355,71.36294999999998,236.3369249999999,156.9343125,550.3177374999999,0.11620172375933174,165.9520628057102,153.88824436782903,177.95952294405703,3.31612471816207,3.5760869178844574,3.092375886358139
TFE,2023-02-27,85.91796458333333,71.34163958333333,237.10409999999996,157.3179,551.6816041666666,0.11823326150484324,165.9520628057102,153.88824436782903,177.95952294405703,3.324343155725353,3.5849496264836063,3.1000398014108637
TFE,2023-02-28,86.08844791666665,71.36294999999998,238.3187937499999,157.12610625,552.8962979166665,0.12004259980943928,165.9520628057102,153.88824436782903,177.95952294405703,3.331662701680151,3.5928429763297225,3.106865475754696
TFE,2023-03-01,85.98189583333331,71.36294999999998,238.63844999999995,157.06217500000002,553.0454708333333,0.12026479925035474,165.9520628057102,153.88824436782903,177.95952294405703,3.3325615932886357,3.593812335082755,3.107703716463589
TFE,2023-03-02,85.70486041666665,71.36294999999998,240.0449375,157.3179,554.4306479166667,0.12232807977313986,165.9520628057102,153.88824436782903,177.95952294405703,3.3409084439388446,3.602813523503766,3.115487380189012
TFE,2023-03-03,85.8114125,71.36294999999998,240.1728,157.3179,554.6650625,0.12267725032314962,165.9520628057102,153.88824436782903,177.95952294405703,3.3423209878950337,3.6043368015442443,3.1168046155886993
TFE,2023-03-04,85.68355,71.36294999999998,241.25963124999996,157.3179,555.6240312499999,0.12410567530046228,165.9520628057102,153.88824436782903,177.95952294405703,3.348099576806716,3.6105683935280206,3.122193305860146
TFE,2023-03-05,85.68355,71.36294999999998,242.15466874999996,157.3179,556.51906875,0.12543887194595424,165.9520628057102,153.88824436782903,177.95952294405703,3.353492926457621,3.6163845460462123,3.127222750113497
TFE,2023-03-06,85.68355,71.36294999999998,243.30543125,157.3179,557.66983125,0.12715298191872962,165.9520628057102,153.88824436782903,177.95952294405703,3.3604272331516407,3.6238624564267443,3.1336891784392336
TFE,2023-03-07,85.68355,71.36294999999998,244.520125,157.3179,558.8845249999999,0.12896232022332563,165.9520628057102,153.88824436782903,177.95952294405703,3.367746779106439,3.6317558062728605,3.140514852783066
TFE,2023-03-08,85.68355,71.36294999999998,246.18233749999996,157.3179,560.5467375,0.1314382568506677,165.9520628057102,153.88824436782903,177.95952294405703,3.377762999886689,3.6425572323780733,3.1498552492535743
TFE,2023-03-09,85.70486041666665,71.36294999999998,247.4609625,157.3179,561.8466729166666,0.1333745662643584,165.9520628057102,153.88824436782903,177.95952294405703,3.385596198189193,3.651004501511637,3.157159918288203
TFE,2023-03-10,85.68355,71.36294999999998,248.67565624999995,157.3179,563.0400562499999,0.13515216179168082,165.9520628057102,153.88824436782903,177.95952294405703,3.3927873310570646,3.6587593715358917,3.1638658439593366
TFE,2023-03-11,85.96058541666666,71.36294999999998,250.4018,157.3179,565.0432354166667,0.1381359828554009,165.9520628057102,153.88824436782903,177.95952294405703,3.4048581612281366,3.6717764747908923,3.1751222191930264
TFE,2023-03-12,86.00320624999999,71.36294999999998,251.87221874999992,157.3179,566.5562749999999,0.14038972004182756,165.9520628057102,153.88824436782903,177.95952294405703,3.4139754903999027,3.6816085421430724,3.1836243749546425
TFE,2023-03-13,86.02451666666666,71.36294999999998,253.0869125,157.3179,567.7922791666666,0.14223080112369738,165.9520628057102,153.88824436782903,177.95952294405703,3.421423449441628,3.689640371811051,3.1905697979711745
TFE,2023-03-14,86.15237916666665,71.36294999999998,254.237675,157.3179,569.0709041666667,0.1441353677601144,165.9520628057102,153.88824436782903,177.95952294405703,3.429128234657205,3.6979491611227533,3.197754718333104
TFE,2023-03-15,86.00320624999999,71.36294999999998,255.5163,157.3179,570.2003562499999,0.14581773495561598,165.9520628057102,153.88824436782903,177.95952294405703,3.435934128264298,3.705288591681423,3.2041013979861415
TFE,2023-03-16,86.195,71.36294999999998,256.7309937499999,157.3179,571.6068437499999,0.1479127582556747,165.9520628057102,153.88824436782903,177.95952294405703,3.4444093920014334,3.7144282599242953,3.212004810384264
TFE,2023-03-17,86.17368958333333,71.36294999999998,256.85885625,157.3179,571.7133958333333,0.14807147214204278,165.9520628057102,153.88824436782903,177.95952294405703,3.445051457436065,3.715120659033604,3.212603553747758
TFE,2023-03-18,86.08844791666665,71.36294999999998,256.85885625,157.3179,571.6281541666666,0.14794450103294832,165.9520628057102,153.88824436782903,177.95952294405703,3.4445378050883595,3.7145667397461573,3.2121245590569627
TFE,2023-03-19,85.939275,71.36294999999998,256.7309937499999,157.3179,571.3511187499998,0.14753184492839116,165.9520628057102,153.88824436782903,177.95952294405703,3.442868434958317,3.7127665020619545,3.2105678263118773
TFE,2023-03-20,86.00320624999999,71.36294999999998,256.283475,157.3179,570.96753125,0.14696047493746628,165.9520628057102,153.88824436782903,177.95952294405703,3.4405569993936447,3.710273865268445,3.2084123502032993
TFE,2023-03-21,85.89665416666666,71.36294999999998,256.1556125000001,157.3179,570.7331166666668,0.14661130438745668,165.9520628057102,153.88824436782903,177.95952294405703,3.4391444554374564,3.708750587227967,3.207095114803613
TFE,2023-03-22,85.68355,71.36294999999998,255.5163,157.3179,569.8806999999999,0.14534159329651175,165.9520628057102,153.88824436782903,177.95952294405703,3.4340079319604038,3.703211394353498,3.202305167895659
TFE,2023-03-23,85.68355,71.36294999999998,255.5163,157.3179,569.8806999999999,0.14534159329651175,165.9520628057102,153.88824436782903,177.95952294405703,3.4340079319604038,3.703211394353498,3.202305167895659
TFE,2023-03-24,85.68355,71.36294999999998,255.5163,157.3179,569.8806999999999,0.14534159329651175,165.9520628057102,153.88824436782903,177.95952294405703,3.4340079319604038,3.703211394353498,3.202305167895659
TFE,2023-03-25,85.68355,71.36294999999998,255.5163,157.3179,569.8806999999999,0.14534159329651175,165.9520628057102,153.88824436782903,177.95952294405703,3.4340079319604038,3.703211394353498,3.202305167895659
TFE,2023-03-26,85.72617083333334,71.36294999999998,255.5163,157.3179,569.9233208333333,0.145405078851059,165.9520628057102,153.88824436782903,177.95952294405703,3.4342647581342565,3.703488353997221,3.2025446652410565
TFE,2023-03-27,85.68355,71.36294999999998,255.58023125,157.3179,569.9446312499999,0.1454368216283326,165.9520628057102,153.88824436782903,177.95952294405703,3.4343931712211826,3.7036268338190825,3.2026644139137557
TFE,2023-03-28,85.68355,71.36294999999998,256.5392,157.3179,570.9036,0.14686524660564543,165.9520628057102,153.88824436782903,177.95952294405703,3.440171760132866,3.7098584258028597,3.2080531041852027
TFE,2023-03-29,85.70486041666665,71.36294999999998,256.794925,157.3179,571.1806354166666,0.1472779027102024,165.9520628057102,153.88824436782903,177.95952294405703,3.4418411302629077,3.7116586634870616,3.2096098369302877
TFE,2023-03-30,85.70486041666665,71.36294999999998,257.05065,157.3179,571.4363604166667,0.14765881603748596,165.9520628057102,153.88824436782903,177.95952294405703,3.443382087306024,3.7133204213494024,3.211046821002674
TFE,2023-03-31,85.70486041666665,71.36294999999998,257.05065,157.3179,571.4363604166667,0.14765881603748596,165.9520628057102,153.88824436782903,177.95952294405703,3.443382087306024,3.7133204213494024,3.211046821002674
TFE,2023-04-01,85.89665416666666,71.36294999999998,258.26534374999994,157.3179,572.8428479166666,0.14975383933754452,165.9520628057102,153.88824436782903,177.95952294405703,3.4518573510431585,3.7224600895922744,3.218950233400796
TFE,2023-04-02,86.0671375,71.36294999999998,258.64893125,157.3179,573.3969187499999,0.1505791515466585,165.9520628057102,153.88824436782903,177.95952294405703,3.455196091303242,3.726060564960678,3.222063698890965
TFE,2023-04-03,86.13106875,71.36294999999998,260.5029375,157.3179,575.3148562499999,0.15343600150128398,165.9520628057102,153.88824436782903,177.95952294405703,3.4667532691266074,3.7385237489282312,3.232841079433859
TFE,2023-04-04,86.00320624999999,71.36294999999998,261.8454937499999,157.3179,576.5295499999999,0.15524533980588,165.9520628057102,153.88824436782903,177.95952294405703,3.4740728150814055,3.7464170987743475,3.2396667537776915
